"","status","p_value","morans_test_statistic","morans_I","gene_short_name","q_value"
"Ipo9","OK",3.71352996066103e-238,32.9329299557002,0.0798715501787792,"Ipo9",1.29581734207592e-237
"Usf1","OK",4.55709064872748e-238,32.9267193774154,0.0798585864804962,"Usf1",1.58986290087174e-237
"Sgk1","OK",5.23632689600934e-238,32.9225034412125,0.0797917480831491,"Sgk1",1.82647582101232e-237
"Rrp7a","OK",5.5016650083635e-238,32.9210033687518,0.0798455014246991,"Rrp7a",1.91865329787861e-237
"Ubxn4","OK",6.38115526842372e-238,32.9165025327657,0.0798293834269879,"Ubxn4",2.22493268135063e-237
"Aftph","OK",8.55485809398634e-238,32.9076036568799,0.0798125146012026,"Aftph",2.98226060317201e-237
"Cpsf6","OK",8.56155464711777e-238,32.9075799009321,0.0798092681547295,"Cpsf6",2.98401257694919e-237
"Pard3","OK",1.13600473593863e-237,32.8989923004481,0.0728009113776379,"Pard3",3.95861630812253e-237
"Dlst","OK",1.76918282324818e-237,32.8855364942712,0.0797591186747414,"Dlst",6.16383847842164e-237
"Clstn1","OK",2.01576755117257e-237,32.8815721433738,0.0797356142032195,"Clstn1",7.02157064489777e-237
"Hnrnpl","OK",3.34635518549235e-237,32.8661676905512,0.0797090854431712,"Hnrnpl",1.16541648318463e-236
"Pdxp","OK",3.99603158261389e-237,32.8607736716054,0.0796969252901326,"Pdxp",1.39140432899009e-236
"Nagk","OK",4.23333921071272e-237,32.8590196779795,0.0796908192278769,"Nagk",1.4737466854604e-236
"Mzt2","OK",4.95515074509166e-237,32.854232483282,0.079682514941442,"Mzt2",1.72469376645083e-236
"Aggf1","OK",5.67119008699514e-237,32.8501278337796,0.0796735309752789,"Aggf1",1.97353436795881e-236
"Abcg1","OK",2.20166443861471e-236,32.8088495572891,0.0795679981243262,"Abcg1",7.66014518005458e-236
"Mapk6","OK",2.44900017312335e-236,32.8056073581344,0.0795627332731552,"Mapk6",8.51902884530773e-236
"St6galnac3","OK",2.94085553384194e-236,32.8000331096593,0.0795412068120134,"St6galnac3",1.0227992011467e-235
"Papss1","OK",4.27022821513172e-236,32.7886707596922,0.0795241170427119,"Papss1",1.48485213578733e-235
"Tprgl","OK",5.80348609543622e-236,32.7793214764385,0.0795001069897713,"Tprgl",2.01760673892146e-235
"Commd8","OK",6.34689269029759e-236,32.7765933171846,0.0794950508980406,"Commd8",2.2060949115614e-235
"Gm13580","OK",8.32370472292417e-236,32.7683275254713,0.0749861320710018,"Gm13580",2.89264531322636e-235
"Ext2","OK",1.04070863437902e-235,32.7615162160904,0.0794578912536939,"Ext2",3.6159563232247e-235
"Rock2","OK",1.19596378143138e-235,32.7572755608678,0.07944713957242,"Rock2",4.15458416117155e-235
"Ubr4","OK",1.38854091437443e-235,32.7527216803114,0.0794370294955907,"Ubr4",4.82262780820943e-235
"E030030I06Rik","OK",1.43189421262972e-235,32.7517838481186,0.0794055709816975,"E030030I06Rik",4.9722338602672e-235
"Sdf4","OK",1.48215839558419e-235,32.7507313958997,0.0794276605876341,"Sdf4",5.14577503630212e-235
"Golt1b","OK",2.18940690215724e-235,32.7388281720036,0.0794029756853496,"Golt1b",7.59973136358137e-235
"Coa6","OK",2.37680454528461e-235,32.7363218820156,0.0793973505867921,"Coa6",8.24861103269295e-235
"Adap2","OK",2.41156768753045e-235,32.7358787455506,0.077609632277963,"Adap2",8.36762916875972e-235
"Pgrmc1","OK",3.09731854651316e-235,32.7282401553127,0.0793776032250683,"Pgrmc1",1.0744951810835e-234
"Ing1","OK",4.11228389135293e-235,32.7195866101033,0.0793561726535541,"Ing1",1.42632118888468e-234
"Micu1","OK",4.31467818265616e-235,32.7181195837049,0.0793523136578547,"Micu1",1.49622985755449e-234
"Slc35d1","OK",5.51246566929541e-235,32.7106378277293,0.0793238209223181,"Slc35d1",1.91122353694325e-234
"Arhgef18","OK",1.5650299642669e-234,32.678751779976,0.0792544863722641,"Arhgef18",5.42505243242287e-234
"Apoo","OK",2.25690782866011e-234,32.6675576139862,0.0792278251498437,"Apoo",7.82187403687967e-234
"Tgm3","OK",2.48599626662513e-234,32.6646008010716,0.0758679125706646,"Tgm3",8.61416517765973e-234
"Tmem169","OK",4.22625444933857e-234,32.6483667676477,0.0757302438095888,"Tmem169",1.46414506713361e-233
"1700037H04Rik","OK",6.60894812582487e-234,32.6346820538214,0.0791495287735643,"1700037H04Rik",2.28916223000594e-233
"Zc3h13","OK",7.75598394480273e-234,32.6297822881952,0.0791380441976583,"Zc3h13",2.68594371282203e-233
"Cish","OK",8.97416489875232e-234,32.6253152483267,0.0791085704182462,"Cish",3.10720455461066e-233
"Gimap4","OK",9.02028459817124e-234,32.6251582777998,0.0785814849707643,"Gimap4",3.12256760299942e-233
"Rmdn3","OK",1.10441239657836e-233,32.6189590076112,0.0791102079260049,"Rmdn3",3.82242267257616e-233
"Nae1","OK",1.13242262410942e-233,32.618191887864,0.0791105201715344,"Nae1",3.91860795271655e-233
"Ccni","OK",1.31536035982496e-233,32.6136048292517,0.0790974395571905,"Ccni",4.55075952462495e-233
"Tbl1x","OK",1.3968826803251e-233,32.6117627222726,0.0790949524013583,"Tbl1x",4.83186670306525e-233
"BC031181","OK",1.45682882908085e-233,32.6104754453241,0.0790885464263616,"BC031181",5.03824671931737e-233
"Nelfcd","OK",1.54399519378951e-233,32.6086950851717,0.0790874735065865,"Nelfcd",5.33866605341468e-233
"Rasa1","OK",2.06273425886837e-233,32.5998193314577,0.0790657082601537,"Rasa1",7.13092743498455e-233
"Tiam2","OK",2.45059655270876e-233,32.594538586868,0.0789577165850092,"Tiam2",8.47013815266609e-233
"Fbxl13","OK",2.85842425980868e-233,32.5898198315625,0.0789754332207144,"Fbxl13",9.87782485602231e-233
"Tcf25","OK",4.27944117162424e-233,32.5774463529986,0.079005717104493,"Tcf25",1.47855561779913e-232
"Sdhaf4","OK",7.00438077925997e-233,32.5623326947869,0.0789748489188253,"Sdhaf4",2.41955969703683e-232
"Amdhd2","OK",9.3610130160551e-233,32.5534333168084,0.0789522850292029,"Amdhd2",3.23299809425117e-232
"Coq9","OK",1.11788630178818e-232,32.5479863011245,0.0789397051360563,"Coq9",3.8600795560006e-232
"Hcls1","OK",1.66771477395051e-232,32.5357055612425,0.078909954974611,"Hcls1",5.75753298820456e-232
"Dock4","OK",2.10510361540086e-232,32.52855291081,0.0786112948114841,"Dock4",7.26614717190644e-232
"Tpst1","OK",2.36921887166551e-232,32.524922536918,0.0788698292428883,"Tpst1",8.17620866262305e-232
"Ddx17","OK",2.42528708621098e-232,32.5242040785555,0.0788791307363079,"Ddx17",8.36808386256604e-232
"Rorc","OK",2.98533296237988e-232,32.5178215745723,0.0663223582999906,"Rorc",1.0298447242639e-231
"Trmt2a","OK",3.17791553476707e-232,32.5159008711349,0.0788616711400712,"Trmt2a",1.09606785506769e-231
"A630001G21Rik","OK",3.65525444326307e-232,32.5116008992585,0.0788507468529684,"A630001G21Rik",1.26045933775314e-231
"Osbpl3","OK",3.73918271043484e-232,32.5109032965301,0.0788326058896631,"Osbpl3",1.2891518151671e-231
"Rnf4","OK",4.08708167163171e-232,32.5081693237439,0.0788427984734296,"Rnf4",1.40882438860588e-231
"Jmjd1c","OK",4.15900535317286e-232,32.5076331987257,0.0788418606298209,"Jmjd1c",1.43333995759001e-231
"Cflar","OK",4.23542400002618e-232,32.5070736234301,0.0788406622671226,"Cflar",1.4593948913075e-231
"Jak2","OK",5.06778085545478e-232,32.5015589638305,0.0788258361947315,"Jak2",1.74586223567837e-231
"Ubac2","OK",8.66909381182196e-232,32.4850523575835,0.0787866939590691,"Ubac2",2.9859468926775e-231
"Gtf2h3","OK",1.18429284229998e-231,32.4754566263893,0.0787616937830336,"Gtf2h3",4.07834282117921e-231
"Gas2l1","OK",1.98482946030532e-231,32.4595669369602,0.0786561192172637,"Gas2l1",6.83382867391415e-231
"Trak2","OK",2.04651293899746e-231,32.4586249705557,0.078715410801837,"Trak2",7.04484860785577e-231
"Appl1","OK",2.51191452605423e-231,32.4523174391029,0.0787071654358491,"Appl1",8.64526527670119e-231
"BC147527","OK",5.31383619599694e-231,32.42924281334,0.0785668610522761,"BC147527",1.82851253611386e-230
"Fhit","OK",5.62615043739768e-231,32.4274833266695,0.078599380492478,"Fhit",1.93560818072597e-230
"AI480526","OK",5.75912874810539e-231,32.4267636019683,0.0786442448359794,"AI480526",1.98097612312046e-230
"Cd2ap","OK",8.29935893828377e-231,32.4155041117269,0.0786106189019243,"Cd2ap",2.8541931692434e-230
"Rab8a","OK",1.24332203652679e-230,32.4030444079648,0.078587580795247,"Rab8a",4.27502661731457e-230
"Nup214","OK",1.2567147981559e-230,32.4027140676145,0.078587465726563,"Nup214",4.32024438503681e-230
"Lyrm9","OK",1.43633086125764e-230,32.3985948932756,0.0785771750280053,"Lyrm9",4.93676536782145e-230
"Hectd4","OK",1.65337812953249e-230,32.3942550628371,0.0785644841109788,"Hectd4",5.681677894039e-230
"Nabp2","OK",1.75380860131565e-230,32.392436381189,0.0785625487713504,"Nabp2",6.02563828605159e-230
"Fancl","OK",3.86670907537976e-230,32.3680430441608,0.0784991291833511,"Fancl",1.32824692012324e-229
"Nup88","OK",4.20573376432165e-230,32.3654488691976,0.0784969260793641,"Nup88",1.44442690955808e-229
"Arhgap32","OK",4.25367752513396e-230,32.365098977446,0.0784614046830212,"Arhgap32",1.46061193849966e-229
"Ndufaf1","OK",4.38176136436118e-230,32.3641832054786,0.0784930003647867,"Ndufaf1",1.50430365640381e-229
"Acat2","OK",9.67257239424629e-230,32.3397306161082,0.0784316441135827,"Acat2",3.3200551679578e-229
"Atf1","OK",1.08732929379427e-229,32.3361155501835,0.0784252257094818,"Atf1",3.73147845078246e-229
"Tnk2","OK",1.49173669263767e-229,32.3263443518526,0.0783910315746259,"Tnk2",5.11833344741905e-229
"Meis2","OK",1.85765747889432e-229,32.3195638486643,0.0634000770908728,"Meis2",6.37262868143941e-229
"Tgfb1i1","OK",2.59992768757279e-229,32.3091707518895,0.0781368579601142,"Tgfb1i1",8.91724766129489e-229
"Gml2","OK",6.80747458561907e-229,32.2793940476017,0.077669628951449,"Gml2",2.33438342213078e-228
"Cmpk2","OK",9.99193834123074e-229,32.2675146248834,0.0782428610735226,"Cmpk2",3.42572522242349e-228
"Osgepl1","OK",1.95192799120925e-228,32.2467755797019,0.0781940253114935,"Osgepl1",6.69087946161343e-228
"Rpl3l","OK",6.05319599805045e-228,32.2116930722216,0.0774231619104406,"Rpl3l",2.074535162717e-227
"Usp37","OK",6.30576038268057e-228,32.2104252504816,0.0781199199351551,"Usp37",2.1606787159304e-227
"Six1","OK",1.04674955473174e-227,32.194702157212,0.0750306556385391,"Six1",3.58601578706199e-227
"Pcmt1","OK",1.51680682133225e-227,32.1831901091053,0.0780509014700782,"Pcmt1",5.19536881898208e-227
"Zmat5","OK",1.65071050892074e-227,32.1805638791938,0.0780483497279439,"Zmat5",5.65293173131648e-227
"Sclt1","OK",1.65732515446684e-227,32.1804397266013,0.0780455791068825,"Sclt1",5.674495769483e-227
"2700038G22Rik","OK",2.51544188635489e-227,32.1674838577032,0.0780156169824336,"2700038G22Rik",8.610940511484e-227
"Atp4a","OK",2.67989699380091e-227,32.1655169405992,0.0777955502268084,"Atp4a",9.17215032815072e-227
"Snx30","OK",2.92758145412382e-227,32.1627712409156,0.0779991723214479,"Snx30",1.00179492602409e-226
"Dnttip1","OK",2.95282788028139e-227,32.1625045215643,0.0780044591865964,"Dnttip1",1.01024048111006e-226
"2310033P09Rik","OK",3.49171506005979e-227,32.1572971636917,0.0779915387867254,"2310033P09Rik",1.19437922347458e-226
"Ubl7","OK",5.36080893100022e-227,32.1439752411463,0.077958726358719,"Ubl7",1.83337201644452e-226
"Armcx4","OK",6.89041338321832e-227,32.1361727109255,0.0778803048840563,"Armcx4",2.35603853361853e-226
"Fxr1","OK",9.56433618187888e-227,32.1259771783889,0.0779147547253514,"Fxr1",3.26970673568482e-226
"Gm38843","OK",1.19049356571985e-226,32.1191688714574,0.0776432692039905,"Gm38843",4.06909561534752e-226
"Ints1","OK",1.20998496535973e-226,32.11866374061,0.0778973605907849,"Ints1",4.13492565946409e-226
"Fmr1","OK",1.2862269022346e-226,32.1167630433003,0.0778933513101968,"Fmr1",4.39462908877133e-226
"Bcl2a1b","OK",1.80040955417797e-226,32.1063002623643,0.0767920493006704,"Bcl2a1b",6.15025138256777e-226
"Galnt11","OK",1.80422818690066e-226,32.1062343349096,0.0778641198793928,"Galnt11",6.1621172671369e-226
"Gps2","OK",2.52853893612424e-226,32.0957305393045,0.0778421693807499,"Gps2",8.63425943790495e-226
"Gpr89","OK",3.33787863416254e-226,32.0870857031745,0.0778186717913389,"Gpr89",1.1395751200059e-225
"Tbccd1","OK",4.51041009953794e-226,32.0777110619415,0.0777948998569201,"Tbccd1",1.53959124555902e-225
"Slc25a24","OK",5.16710718439989e-226,32.0734775259869,0.0777814736271171,"Slc25a24",1.76341232956617e-225
"Rabgef1","OK",6.35513015767417e-226,32.0670307806318,0.0777661357719093,"Rabgef1",2.16844229052165e-225
"Rpain","OK",7.915161855004e-226,32.0601911001571,0.077756068956121,"Rpain",2.70022684944635e-225
"Laptm4b","OK",8.09779259824882e-226,32.0594802657481,0.0776927938685074,"Laptm4b",2.76200301780225e-225
"Rag2","OK",2.35452494485617e-225,32.0262030653536,0.0774541635213829,"Rag2",8.02930322516449e-225
"Il27ra","OK",2.3677579411109e-225,32.0260282374872,0.0776614680974354,"Il27ra",8.07288832957226e-225
"1110032F04Rik","OK",3.90501126444133e-225,32.0104174221768,0.0771034962217385,"1110032F04Rik",1.3311623625054e-224
"P4ha1","OK",4.33311784953715e-225,32.0071706445684,0.0776212261593675,"P4ha1",1.47681587165809e-224
"B4gat1","OK",5.76585205631022e-225,31.9982530412154,0.0775962559723526,"B4gat1",1.96474626738493e-224
"Pon3","OK",7.84296540675755e-225,31.9886459382643,0.0775759626016048,"Pon3",2.67202440288598e-224
"Scoc","OK",8.09962486910166e-225,31.9876402729152,0.0775793889920037,"Scoc",2.75893954867989e-224
"Triap1","OK",8.73351841106131e-225,31.9852868669586,0.0775742961664747,"Triap1",2.97429262591808e-224
"Tcrg-C1","OK",1.81361431446672e-224,31.9624549176094,0.0759004159610198,"Tcrg-C1",6.17527894033579e-224
"Cript","OK",2.03498775643454e-224,31.9588550016159,0.0775080009992661,"Cript",6.92772518912782e-224
"Pnkd","OK",4.41044191979e-224,31.9346669647855,0.0774513844237488,"Pnkd",1.50116413656431e-223
"Ampd2","OK",5.10905813513124e-224,31.9300667296603,0.0774396485620941,"Ampd2",1.73861793512402e-223
"Isca1","OK",5.93092199151357e-224,31.9253993544208,0.0774245184976835,"Isca1",2.01791457127912e-223
"Siah1b","OK",6.0099908761096e-224,31.924984929521,0.0774166087498137,"Siah1b",2.04442718202745e-223
"Lamtor3","OK",6.53970557037951e-224,31.922341552656,0.0774208412901213,"Lamtor3",2.2241973296783e-223
"Uba1","OK",1.33023648952545e-223,31.900112559138,0.0773663941202101,"Uba1",4.52336128454589e-223
"Cdc42se2","OK",1.5406171789076e-223,31.8955140469988,0.0773557540571272,"Cdc42se2",5.23774646832491e-223
"Serpinh1","OK",2.11075343189092e-223,31.8856505340384,0.0730163521349026,"Serpinh1",7.17471365438524e-223
"Idh3b","OK",2.19106337391722e-223,31.8844805379476,0.0773286496139631,"Idh3b",7.44627988483112e-223
"Rab7","OK",2.20184793266132e-223,31.8843266954349,0.0773266031911197,"Rab7",7.48150727347765e-223
"Yif1a","OK",2.24754613151657e-223,31.8836830533238,0.0773276010994004,"Yif1a",7.6353293442561e-223
"Slc44a1","OK",3.01695863392411e-223,31.874456893588,0.0772671102008703,"Slc44a1",1.02472164783664e-222
"Mrpl39","OK",3.99529967533301e-223,31.8656525903884,0.0772837197170267,"Mrpl39",1.35676092226226e-222
"Atp6v1c1","OK",6.34052062309843e-223,31.8511701169574,0.0772484782209522,"Atp6v1c1",2.15276345642424e-222
"Zbtb16","OK",6.83481175024063e-223,31.8488155084997,0.0772294448863356,"Zbtb16",2.32014641793475e-222
"Ppp1r21","OK",1.05678249536982e-222,31.8351431004165,0.0772062320063549,"Ppp1r21",3.5866739993937e-222
"Gpm6b","OK",3.10760328970369e-222,31.8012769401303,0.0770389863826832,"Gpm6b",1.05450669106628e-221
"Cstf2","OK",3.71264459150181e-222,31.7956880805024,0.0771133903421033,"Cstf2",1.25957674315408e-221
"Gm9888","OK",5.17844916289768e-222,31.7852310789869,0.0770650170413475,"Gm9888",1.75654175878803e-221
"Wdfy2","OK",9.60582691250734e-222,31.7658056167072,0.0770253882682549,"Wdfy2",3.25769963597548e-221
"Irf1","OK",1.35995847968933e-221,31.7548697841827,0.0770100355932574,"Irf1",4.61125849416587e-221
"Pml","OK",1.44056560088572e-221,31.753058208549,0.0770088841934232,"Pml",4.88364864582726e-221
"Retreg2","OK",4.31297724353585e-221,31.7185386088329,0.0769266569015404,"Retreg2",1.46186108544898e-220
"Arrb1","OK",4.47220163808388e-221,31.7173967811277,0.0769226260672618,"Arrb1",1.51554172779013e-220
"2310011J03Rik","OK",6.05513880816463e-221,31.7078508645976,0.0769003052537375,"2310011J03Rik",2.05157890295982e-220
"Snrnp200","OK",7.36624330119096e-221,31.701674942766,0.0768855541170109,"Snrnp200",2.4953288906671e-220
"Arl6ip5","OK",8.41748932507542e-221,31.6974707412463,0.0768745028089208,"Arl6ip5",2.85089971281096e-220
"Rab1a","OK",1.1909433663379e-220,31.6865318691422,0.0768483500033082,"Rab1a",4.03281334460154e-220
"Stx18","OK",2.04531991448391e-220,31.6694767810134,0.076805928157955,"Stx18",6.92461959294182e-220
"Dcaf8","OK",2.2891614273046e-220,31.6659236537443,0.0767964613994929,"Dcaf8",7.74869862210631e-220
"Mis12","OK",2.32136195051117e-220,31.6654829684326,0.0767962256021021,"Mis12",7.85620676031439e-220
"Zw10","OK",2.67978969978626e-220,31.660952744451,0.0767833951685708,"Zw10",9.06751880418393e-220
"Mad1l1","OK",2.9137555173521e-220,31.6583114875218,0.0767754706741504,"Mad1l1",9.85731384436278e-220
"Dcaf13","OK",2.9878784230518e-220,31.6575187700408,0.0767785644228156,"Dcaf13",1.01061592343337e-219
"Tmem5","OK",2.9889081854051e-220,31.6575078960191,0.0767785520665314,"Tmem5",1.01077279460613e-219
"Nqo2","OK",3.57358268703376e-220,31.6518694671102,0.0767611586940831,"Nqo2",1.2082660584577e-219
"Nnmt","OK",3.63272469575421e-220,31.6513513895333,0.0659564337749926,"Nnmt",1.2280301029997e-219
"Vkorc1","OK",4.07581205143029e-220,31.6477187143187,0.0767548662418915,"Vkorc1",1.37755350920692e-219
"Arhgap18","OK",4.82416080312237e-220,31.6423972210846,0.0767401075744631,"Arhgap18",1.63017384641367e-219
"Gm8439","OK",5.12481574279185e-220,31.6404884088716,0.0725339871914527,"Gm8439",1.73144313943473e-219
"Prmt3","OK",5.31190920678422e-220,31.6393562620633,0.076734411568545,"Prmt3",1.79431410107735e-219
"Sytl3","OK",6.6820733427069e-220,31.632109760304,0.0740807811047344,"Sytl3",2.25671610868764e-219
"Nol9","OK",9.03676856708686e-220,31.6225745788818,0.0766922644259463,"Nol9",3.0513830561468e-219
"March2","OK",1.10041556701342e-219,31.6163513576228,0.0766784647605902,"March2",3.7149946335147e-219
"Krt83","OK",2.67874816731963e-219,31.5882276505137,0.072360088355789,"Krt83",9.04172434703484e-219
"Sema6d","OK",3.2041551630125e-219,31.5825630107483,0.0747165165333374,"Sema6d",1.08131154679214e-218
"Rtn4r","OK",4.38122359915719e-219,31.5726646455396,0.076552425479315,"Rtn4r",1.4782594418543e-218
"Trappc13","OK",4.52744615510217e-219,31.5716258458331,0.0765701165532405,"Trappc13",1.52730753464242e-218
"Smarca2","OK",5.37910047242712e-219,31.5661714043587,0.0765564657108377,"Smarca2",1.81426544545941e-218
"Napa","OK",1.02568964627517e-218,31.5457384013751,0.0765066335571106,"Napa",3.45879746843435e-218
"Stard3nl","OK",1.28177503932504e-218,31.5386793743111,0.0764868028517188,"Stard3nl",4.32154435101112e-218
"Dhodh","OK",1.42954460860809e-218,31.5352230891748,0.0764801449168743,"Dhodh",4.81884431202943e-218
"Jmy","OK",1.9355465475842e-218,31.5256218887531,0.0764554859595657,"Jmy",6.52329228029936e-218
"Thoc1","OK",2.71300062033152e-218,31.5149199922297,0.0764318106745883,"Thoc1",9.14178831669825e-218
"Galk2","OK",4.01695316817597e-218,31.5024766248828,0.0764012894750828,"Galk2",1.35330629372674e-217
"Slc30a5","OK",4.25626479537735e-218,31.5006414734542,0.0763977018675702,"Slc30a5",1.43365961864663e-217
"Tmem106c","OK",4.47727456239065e-218,31.4990360153097,0.076392473883432,"Tmem106c",1.50781909126409e-217
"Sema4d","OK",8.06960521021669e-218,31.4803474308263,0.0763469284738387,"Sema4d",2.71710179957127e-217
"Coa7","OK",8.23316519153842e-218,31.4797106529867,0.0763440016614303,"Coa7",2.7716512187688e-217
"Slc44a2","OK",1.06190134956429e-217,31.4716339549162,0.0763268371976754,"Slc44a2",3.57416061098166e-217
"Ep400","OK",1.22401944733955e-217,31.4671236653829,0.0763149896862406,"Ep400",4.11904339740665e-217
"Dhrs13","OK",1.32306127311275e-217,31.4646533783474,0.0763021912658857,"Dhrs13",4.45149797975143e-217
"Pdhb","OK",1.5446458718778e-217,31.459736667433,0.0762978966283322,"Pdhb",5.19605022148535e-217
"Fgf7","OK",3.33012195830402e-217,31.4353328531739,0.065679003928626,"Fgf7",1.12001220439457e-216
"Heyl","OK",6.40655960441656e-217,31.4145323980545,0.0628408701038272,"Heyl",2.15429764592874e-216
"Mta2","OK",1.04069882850523e-216,31.3991005644638,0.0761507179953261,"Mta2",3.49884043265718e-216
"Gmpr2","OK",1.25932167306542e-216,31.3930333100862,0.0761365534418746,"Gmpr2",4.23305585531251e-216
"Atraid","OK",1.88858685010462e-216,31.3801346302329,0.0761051928737183,"Atraid",6.3470591938311e-216
"Pigf","OK",2.0716285032992e-216,31.3771895557441,0.0760937310599073,"Pigf",6.96090563319292e-216
"Bank1","OK",3.38726969993313e-216,31.3615312500618,0.0754378661586254,"Bank1",1.13794675641659e-215
"Rnf144b","OK",3.52052641892212e-216,31.3603021017978,0.0758996403656925,"Rnf144b",1.18249165536073e-215
"Usp7","OK",5.51295448250122e-216,31.3460121436723,0.0760213393048759,"Usp7",1.85136995304606e-215
"Macf1","OK",7.58006013406772e-216,31.3358625665213,0.075996838816602,"Macf1",2.54507038793599e-215
"Tmem53","OK",1.01577391458383e-215,31.3265294571911,0.0758545679763204,"Tmem53",3.40990720687079e-215
"Cnrip1","OK",1.3360903541544e-215,31.3177874552415,0.075895998657928,"Cnrip1",4.48435212081253e-215
"Gm14085","OK",1.67048010042068e-215,31.3106617391617,0.075783418008649,"Gm14085",5.60561896155824e-215
"Rars2","OK",1.97993216304974e-215,31.3052388784424,0.0759220313373643,"Rars2",6.64279701294484e-215
"Phactr1","OK",2.6927408656219e-215,31.2954247942421,0.0757758792481684,"Phactr1",9.03261816663063e-215
"Traf7","OK",2.99828249604974e-215,31.2919937333646,0.0758913169156852,"Traf7",1.00556482811178e-214
"Timmdc1","OK",3.81611270959996e-215,31.2842928277732,0.0758718661347789,"Timmdc1",1.27960865341242e-214
"Sec31a","OK",4.43390087257317e-215,31.2795010915816,0.0758608127577304,"Sec31a",1.48648461954729e-214
"Brip1os","OK",5.79875983009012e-215,31.2709291028102,0.0758378207736366,"Brip1os",1.94369466602064e-214
"Pcca","OK",8.24093068923461e-215,31.259699061816,0.0758100628295154,"Pcca",2.76177108611448e-214
"Pak2","OK",8.40636783164257e-215,31.2590638627569,0.0758076666841126,"Pak2",2.81668523649727e-214
"Bach2","OK",1.01281771840853e-214,31.2531084876015,0.0757457120669106,"Bach2",3.39296785463475e-214
"Ppp2r5d","OK",1.09773038119427e-214,31.2505349956232,0.0757867572655316,"Ppp2r5d",3.67673797407135e-214
"Pla2g15","OK",1.18618002401863e-214,31.2480576852071,0.0757788199812356,"Pla2g15",3.97224621206615e-214
"Paqr4","OK",1.19184280860466e-214,31.2479054275207,0.0757244617730241,"Paqr4",3.99046132712234e-214
"Abca1","OK",1.29901028935547e-214,31.2451526720989,0.0757334870455841,"Abca1",4.34845824884713e-214
"Aph1a","OK",1.65957767107616e-214,31.2373197463488,0.0757584370763704,"Aph1a",5.55442234403094e-214
"Plekho2","OK",2.45628970669041e-214,31.2247781230538,0.0757251254298123,"Plekho2",8.21938877117932e-214
"Tmem121","OK",2.85994844803165e-214,31.2199099416086,0.0755234641517526,"Tmem121",9.56834382416585e-214
"Med19","OK",3.85697864849917e-214,31.2103384742984,0.075693105917833,"Med19",1.29016260879466e-213
"Gpn1","OK",5.77912275047791e-214,31.1973928433296,0.0756615732127868,"Gpn1",1.93275942323567e-213
"Copb1","OK",9.91413570845368e-214,31.1801059508622,0.0756189201597925,"Copb1",3.31504492823955e-213
"Krt80","OK",1.41505027990315e-213,31.1687048161076,0.0754334758793814,"Krt80",4.73069692040253e-213
"Prrg3","OK",1.63775441358125e-213,31.1640199264509,0.0633750554588617,"Prrg3",5.47420102417135e-213
"Pabpc1l","OK",1.75434547281073e-213,31.1618154089585,0.0749271219685697,"Pabpc1l",5.86280984261354e-213
"Tmem192","OK",2.28006113203171e-213,31.1534117725303,0.0755535948491004,"Tmem192",7.61826225574451e-213
"Mier3","OK",2.49742687493944e-213,31.1504917258431,0.0755434685588438,"Mier3",8.3429754133078e-213
"Sirt2","OK",2.66284713776811e-213,31.1484348988929,0.0755426742504499,"Sirt2",8.89391940029938e-213
"Rpe","OK",2.93247551363717e-213,31.1453414298736,0.0755344410850782,"Rpe",9.79264775580521e-213
"Syt13","OK",3.47194183153725e-213,31.1399246267104,0.0752044447693119,"Syt13",1.15919628284584e-212
"Nampt","OK",3.66998200423317e-213,31.1381450056559,0.0755170625618796,"Nampt",1.22508801146916e-212
"9530068E07Rik","OK",7.91490736810998e-213,31.1134783275916,0.075457771638819,"9530068E07Rik",2.64160588090219e-212
"Klrc1","OK",3.06600827849288e-212,31.0699678075629,0.0656238013425207,"Klrc1",1.02309121535135e-211
"Prss16","OK",3.36364274248964e-212,31.0669888277716,0.075257473428172,"Prss16",1.1221986874299e-211
"Irak1","OK",3.4957443630731e-212,31.0657501247553,0.0753413222735957,"Irak1",1.16605339148529e-211
"Ints7","OK",4.47978589570376e-212,31.057773350941,0.0753225755775028,"Ints7",1.49401487042714e-211
"N4bp2l1","OK",4.50055801598005e-212,31.0576245518516,0.0753155541565527,"N4bp2l1",1.5006621659333e-211
"Ubtd1","OK",4.77306355891895e-212,31.0557336155907,0.0753060366641023,"Ubtd1",1.5912290852853e-211
"Calhm2","OK",1.0100024939143e-211,31.0316135909513,0.0752545400355113,"Calhm2",3.36648647607605e-211
"Zfp101","OK",1.2582043864517e-211,31.0245391825152,0.0752375921122219,"Zfp101",4.19299722665441e-211
"Commd2","OK",1.54271172913134e-211,31.0179744925002,0.075225903230852,"Commd2",5.14016581540236e-211
"2810474O19Rik","OK",1.72819106076607e-211,31.0143178212819,0.075216953193705,"2810474O19Rik",5.75709087002822e-211
"Gcn1l1","OK",1.84881853993606e-211,31.0121445022995,0.0752119255289575,"Gcn1l1",6.15778633060763e-211
"D16Ertd472e","OK",2.21072752728624e-211,31.0063852716299,0.0751978493596906,"D16Ertd472e",7.36180923173688e-211
"Spin4","OK",2.42107191250538e-211,31.0034568826808,0.0745629383346278,"Spin4",8.06076123889515e-211
"Tmprss7","OK",3.28064881926368e-211,30.9936656016709,0.0750426000316257,"Tmprss7",1.09206164516738e-210
"Dock11","OK",4.30306689294258e-211,30.9849204788984,0.0751455167905619,"Dock11",1.43213700411967e-210
